YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List,
2008,Film director,2008-12-04,Media,Ron Howard,
2008,Author,2008-12-08,Media,Matthew Alexander,
2008,Former Governor of Arkansas,2008-12-09,Politician,Mike Huckabee,
2008,author,2008-02-11,Media,Philip Shenon,
2008,commentator,2008-02-12,Media,Bill Kristol,
2008,author,2008-02-13,Media,Mark Siegel,
2008,writer,2008-02-14,Media,Lee Siegel,
2008,Former United States Secretary of State,2008-02-26,Politician,Madeleine Albright,
2008,professor,2008-02-27,Academic,Allen Guelzo,
2008,journalist,2008-02-28,Media,Brian Williams,
2008,Comedian,2008-02-04,Comedy,Stephen Colbert,
2008,television host,2008-02-05,Media,Chris Wallace,
2008,Journalist,2008-02-06,Media,Tom Brokaw,
2008,Writer,2008-02-07,Media,Laton McCartney,
2008,military,2008-03-10,Military,Lt. Gen. William B. Caldwell,
2008,political advocate,2008-03-11,Advocacy,Grover G. Norquist,
2008,Journalist,2008-03-12,Media,Ronald Kessler,
2008,former white house press secretary,2008-03-13,Political Aide,Dana Perino,
2008,author,2008-03-17,Media,Brian Fagan,
2008,economist,2008-03-18,Academic,Jeffrey Sachs,
2008,former us senator,2008-03-19,Politician,Arlen Specter,
2008,journalist,2008-03-20,Media,Alex Kingsbury,
2008,former us secretary of state,2008-03-03,Politician,Hillary Clinton,
2008,us secretary of defense,2008-03-31,Politician,Chuck Hagel,
2008,activist,2008-03-04,Advocacy,Ralph Nader,
2008,Author,2008-03-05,Media,Martin Fletcher,
2008,Former U.S. senator,2008-03-06,Politician,Tom Daschle,
2008,Neuroscientist,2008-04-01,Science,Simon LeVay,
2008,journalist,2008-04-10,Media,Aram Roston,
2008,screenwriter,2008-04-14,Media,Judd Apatow,
2008,law professor,2008-04-15,Academic,Jack Goldsmith,
2008,Journalist,2008-04-16,Media,Peter Steinfels,
2008,actress,2008-04-17,Acting,Uma Thurman,
2008,Author,2008-04-02,Media,William Safire,
2008,us president,2008-04-21,Politician,Barack Obama,
2008,director,2008-04-22,Media,John Waters,
2008,journalist,2008-04-23,Media,Howard Fineman,
2008,actor,2008-04-24,Acting,Colin Firth,
2008,presidnet,2008-04-28,Politician,President Jimmy Carter,
2008,Former U.S. Representative,2008-04-29,Politician,Newt Gingrich,
2008,actor,2008-04-03,Acting,George Clooney,
2008,Editor,2008-04-30,Media,Robert Schlesinger,
2008,actor,2008-04-07,Acting,Nathan Lane,
2008,journalist,2008-04-08,Media,Cokie Roberts,
2008,Journalist,2008-04-09,Media,Steve Coll,
2008,former governor of vermont,2008-05-01,Politician,Howard Dean,
2008,university professor,2008-05-12,Academic,Douglas J. Feith,
2008,former white house press secretary,2008-05-13,Political Aide,Bill Moyers,
2008,journalist,2008-05-14,Media,John Harwood,
2008,actor,2008-05-15,Acting,Denis Leary,
2008,Author,2008-05-27,Media,Matt Taibbi,
2008,security expert,2008-05-28,Consultant,Fred Burton,
2008,Adviser,2008-05-29,Consultant,Richard A. Clarke,
2008,former majority leader,2008-05-05,Politician,Harry Reid,
2008,journalist,2008-05-06,Media,Fareed Zakaria,
2008,us senator,2008-05-07,Politician,John McCain,
2008,professor,2008-05-08,Academic,David D. Perlmutter,
2008,activist,2008-06-10,Advocacy,Ralph Reed,
2008,author,2008-06-11,Media,Rick Shenkman,
2008,Journalist,2008-06-12,Media,Richard Engel,
2008,attorney,2008-06-16,Misc,David Iglesias,
2008,Journalist,2008-06-17,Media,Lara Logan,
2008,actor,2008-06-18,Acting,Steve Carell,
2008,actor,2008-06-19,Acting,Mike Myers,
2008,Former White House Press Secretary,2008-06-02,Political Aide,Scott McClellan,
2008,actor,2008-06-23,Acting,James McAvoy,
2008,journalist,2008-06-24,Media,James Harding,
2008,rock band,2008-06-25,Musician,Coldplay,
2008,Broadcaster,2008-06-26,Media,Ted Koppel,
2008,humorist,2008-06-03,Media,David Sedaris,
2008,broadcaster,2008-06-04,Media,Barbara Walters,
2008,actor,2008-06-05,Acting,Adam Sandler,
2008,former us senator,2008-06-09,Politician,Jim Webb,
2008,journalist,2008-07-14,Media,Andrew Ward,
2008,actor,2008-07-15,Acting,Pierce Brosnan,
2008,analyst,2008-07-16,Consultant,Kenneth Pollack,
2008,actress,2008-07-17,Acting,Maggie Gyllenhaal,
2008,Author,2008-07-21,Media,Richard Bitner,
2008,actor,2008-07-22,Acting,Will Ferrell and John C. Reilly,
2008,actor,2008-07-22,Acting,Will Ferrell and John C. Reilly,
2008,author,2008-07-23,Media,T.J. English,
2008,television host,2008-07-24,Media,Geo Beach,
2008,former speaker of the the house,2008-07-28,Politician,Rep. Nancy Pelosi,
2008,author,2008-07-29,Media,Bill Bishop,
2008,author,2008-07-30,Media,Ben Wattenberg,
2008,journalist,2008-07-31,Media,Brian Williams,
2008,Journalist,2008-08-11,Media,Ron Suskind,
2008,former us senator,2008-08-12,Politician,Mel Martinez,
2008,journalist,2008-08-13,Media,Philip P. Pan,
2008,actor,2008-08-14,Acting,Ben Stiller,
2008,United States Senator,2008-08-26,Politician,Tim Kaine,
2008,former governor of vermont,2008-08-27,Politician,Howard Dean,
2008,former senator,2008-08-28,Politician,Evan Bayh,
2008,0,2008-08-29,NA,(no guest),
2008,actor,2008-08-04,Acting,Dennis Hopper,
2008,actor,2008-08-05,Acting,Seth Rogen,
2008,us senator,2008-08-06,Politician,Chuck Schumer,
2008,television host,2008-08-07,Media,David Gregory,
2008,journalist,2008-09-15,Media,Barton Gellman,
2008,Comedian,2008-09-16,Comedy,Ricky Gervais,
2008,actress,2008-09-17,Acting,Charlize Theron,
2008,Former British Prime Minister,2008-09-18,Politician,Tony Blair,
2008,journalist,2008-09-02,Media,Brian Williams,
2008,us president,2008-09-23,Politician,Bill Clinton,
2008,film actor,2008-09-24,Acting,Aaron Eckhart,
2008,journalist,2008-09-25,Media,Bob Schieffer,
2008,journalist,2008-09-29,Media,Hooman Majd,
2008,Former U.S. Representative,2008-09-03,Politician,Newt Gingrich,
2008,comedian,2008-09-30,Comedy,Bill Maher,
2008,Former Governor of Arkansas,2008-09-04,Politician,Mike Huckabee,
2008,0,2008-09-05,NA,(no guest),
2009,author,2009-01-12,Media,Maxwell Kennedy,
2009,actor,2009-01-13,Acting,Daniel Craig,
2009,journalist,2009-01-14,Media,Fareed Zakaria,
2009,editor,2009-01-15,Media,Bethany McLean,
2009,JOURNALIST,2009-01-19,Media,Abderrahim Foukara,
2009,canon,2009-01-20,Clergy,Rt. Rev. V. Gene Robinson,
2009,correspondent,2009-01-21,Media,David Sanger,
2009,actor,2009-01-22,Acting,Liam Neeson,
2009,presidnet,2009-01-26,Politician,President Jimmy Carter,
2009,journalist,2009-01-27,Media,Gwen Ifill,
2009,Astrophysicist,2009-01-28,Science,Neil DeGrasse Tyson,
2009,Political Scientist,2009-01-29,Consultant,P. W. Singer,
2009,television host,2009-01-05,Media,David Gregory,
2009,Author,2009-01-06,Media,Michael Wolff,
2009,television host,2009-01-07,Media,Rachel Maddow,
2009,former white house press secretary,2009-01-08,Political Aide,Dana Perino,
2009,comedian,2009-10-01,Comedy,Joy Behar,
2009,former governor of arizona,2009-10-12,Politician,Janet Napolitano,
2009,aviator,2009-10-13,Misc,Chesley Sullenberger,
2009,author,2009-10-14,Media,Barbara Ehrenreich,
2009,author,2009-10-15,Media,Jennifer Burns,
2009,Stand-up comedian,2009-10-26,Comedy,Susie Essman,
2009,economist,2009-10-27,Academic,Steven Levitt,
2009,activist,2009-10-28,Advocacy,Dr. Mustafa Barghouti and Anna Baltzer,
2009,public speaker,2009-10-28,Misc,Dr. Mustafa Barghouti and Anna Baltzer,
2009,Comedian,2009-10-29,Comedy,Wanda Sykes,
2009,Author,2009-10-05,Media,Sarah Vowell,
2009,United States Secretary of the Navy,2009-10-06,Politician,Ray Mabus,
2009,Innovator,2009-10-07,Academic,William Kamkwamba,
2009,television host,2009-10-08,Media,David Gregory,
2009,Tennis player,2009-11-10,Athletics,Serena Williams,
2009,musician,2009-11-11,Musician,Clarence Clemons,
2009,primatologist,2009-11-12,Science,Jane Goodall,
2009,journalist,2009-11-16,Media,Jake Adelstein,
2009,vice president,2009-11-17,Politician,Joe Biden,
2009,television personality,2009-11-18,Media,Lou Dobbs,
2009,rock band,2009-11-19,Musician,Jack's Mannequin,
2009,us senator,2009-11-02,Politician,Bob Menendez,
2009,political strategist,2009-11-03,Consultant,David Plouffe,
2009,Journalist,2009-11-30,Media,Maziar Bahari,
2009,former vice president,2009-11-04,Politician,Al Gore,
2009,United States Ambassador to the United Nations,2009-11-05,Government,Susan Rice,
2009,Former United States Senator,2009-11-09,Politician,Kit Bond,
2009,journalist,2009-12-01,Media,Thomas Friedman,
2009,journalist,2009-12-10,Media,Gwen Ifill,
2009,actress,2009-12-14,Acting,Sigourney Weaver,
2009,Former United States Secretary of Transportation,2009-12-15,Politician,Ray LaHood,
2009,actor,2009-12-16,Acting,Hugh Grant,
2009,Professional Road Racing Cyclist,2009-12-02,Athletics,Lance Armstrong,
2009,Journalist,2009-12-03,Media,Michael Specter,
2009,journalist,2009-12-07,Media,Dan Rather,
2009,Former Governor of Arkansas,2009-12-08,Politician,Mike Huckabee,
2009,journalist,2009-12-09,Media,Andrew Ross Sorkin,
2009,journalist,2009-02-10,Media,Thomas Ricks,
2009,professor,2009-02-11,Academic,Daniel Sperling,
2009,former governor of new hampshire,2009-02-12,Politician,John Sununu,
2009,former director of the national economic counscil,2009-02-02,Government,Lawrence Lindsey,
2009,business magnate,2009-02-23,Business,Jeff Bezos,
2009,Comedian,2009-02-24,Comedy,Ricky Gervais,
2009,actor,2009-02-25,Acting,Tom Selleck,
2009,journalist,2009-02-26,Media,Brian Williams,
2009,actor,2009-02-03,Acting,Dev Patel,
2009,author,2009-02-04,Media,Karen Greenberg,
2009,Author,2009-02-05,Media,Randall Balmer,
2009,Writer,2009-02-09,Media,Walter Isaacson,
2009,author,2009-03-10,Media,Craig Mullaney,
2009,actor,2009-03-11,Acting,Paul Rudd,
2009,television personality,2009-03-12,Media,Jim Cramer,
2009,military,2009-03-16,Military,Gen. Richard B. Myers,
2009,actor,2009-03-17,Acting,Ian McShane,
2009,Entrepreneur,2009-03-18,Business,Nandan Nilekani,
2009,musician,2009-03-19,Musician,Bruce Springsteen,
2009,scientist,2009-03-02,Science,Harold Varmus,
2009,Former Associate Justice of the Supreme Court of the United States,2009-03-03,Government,Sandra Day O'Connor,
2009,commentator,2009-03-30,Media,Jack Cafferty,
2009,actor,2009-03-31,Acting,Seth Rogen,
2009,journalist,2009-03-04,Media,Joe Nocera,
2009,actor,2009-03-05,Acting,Billy Crudup,
2009,author,2009-03-09,Media,Nathaniel Frank,
2009,Former Director of the Office of Management and Budget,2009-04-01,Government,Peter R. Orszag,
2009,Baseball athlete,2009-04-14,Athletics,Ron Darling,
2009,us senator,2009-04-15,Politician,Elizabeth Warren,
2009,actor,2009-04-16,Acting,Ben Affleck,
2009,Author,2009-04-02,Media,Tom Zoellner,
2009,Professor,2009-04-20,Academic,Reza Aslan,
2009,president of liberia,2009-04-21,Politician,Ellen Johnson Sirleaf,
2009,author,2009-04-22,Media,Philip Alcabes,
2009,Historian,2009-04-23,Academic,Richard Beeman,
2009,lawyer,2009-04-27,Misc,Christine Lagarde,
2009,journalist,2009-04-28,Media,Clifford May,
2009,biographer,2009-04-29,Media,Doris Kearns Goodwin,
2009,actor,2009-04-30,Acting,Hugh Jackman,
2009,actor,2009-04-06,Acting,Michael J. Fox,
2009,first lady of egypt,2009-04-07,Politician,Jehan Al Sadat,
2009,Minority Leader of the United States House of Representatives,2009-04-08,Politician,Nancy Pelosi,
2009,Writer,2009-04-09,Media,William D. Cohan,
2009,scholar,2009-05-11,Academic,Frank Partnoy,
2009,actor,2009-05-12,Acting,Tom Hanks,
2009,author,2009-05-13,Media,Husain Haqqani,
2009,EPA administrator,2009-05-14,Government,Lisa P. Jackson,
2009,Racing driver,2009-05-18,Athletics,Sarah Fisher,
2009,Former U.S. Representative,2009-05-19,Politician,Newt Gingrich,
2009,attorney,2009-05-20,Misc,Elizabeth Edwards,
2009,television host,2009-05-21,Media,Larry King,
2009,actor,2009-05-04,Acting,Denis Leary,
2009,journalist,2009-05-05,Media,Fareed Zakaria,
2009,white house sommunications director,2009-05-06,Political Aide,George Stephanopoulos,
2009,Former United States Secretary of the Interior,2009-05-07,Politician,Ken Salazar,
2009,journalist,2009-06-01,Media,Bob Woodruff,
2009,Businessman,2009-06-10,Business,Saad Mohseni,
2009,journalist,2009-06-11,Media,Katie Couric,
2009,actor,2009-06-15,Acting,Ed Helms,
2009,Writer,2009-06-16,Media,Tom Folsom,
2009,Journalist,2009-06-17,Media,Peter Laufer,
2009,Former Governor of Arkansas,2009-06-18,Politician,Mike Huckabee,
2009,Political satirist,2009-06-02,Media,P.J. O'Rourke,
2009,basketball player,2009-06-22,Athletics,Bill Russell,
2009,Comedian,2009-06-23,Comedy,Larry David,
2009,Professor,2009-06-24,Academic,Reza Aslan,
2009,actress,2009-06-25,Acting,Cameron Diaz,
2009,Neurologist,2009-06-29,Science,Oliver Sacks,
2009,Author,2009-06-03,Media,Michael Lewis,
2009,Author,2009-06-30,Media,Mike Kim,
2009,actor,2009-06-04,Acting,Will Ferrell,
2009,singer,2009-06-08,Musician,Gretchen Peters,
2009,Financier,2009-06-09,Business,Peter Schiff,
2009,journalist,2009-07-01,Media,Justin Fox,
2009,former us representative,2009-07-13,Politician,Barney Frank,
2009,professor,2009-07-14,Academic,Peter Mancall,
2009,former hhs secretary,2009-07-15,Politician,Kathleen Sebelius,
2009,commentator,2009-07-16,Media,Robert Glennon,
2009,Screenwriter,2009-07-02,Media,Robert Kenner,
2009,journalist,2009-07-20,Media,Brian Williams,
2009,Former United States Secretary of Energy,2009-07-21,Politician,Steven Chu,
2009,actor,2009-07-22,Acting,Kevin Nealon,
2009,Sports Columnist,2009-07-23,Media,Sally Jenkins,
2009,commentator,2009-07-27,Media,Bill Kristol,
2009,Band,2009-07-28,Musician,Spinal Tap,
2009,lawyer,2009-07-29,Misc,John R. Bolton,
2009,screenwriter,2009-07-30,Media,Judd Apatow,
2009,author,2009-08-10,Media,Douglas Brinkley,
2009,economist,2009-08-11,Academic,Austan Goolsbee,
2009,author,2009-08-12,Media,Larry Lawton (skit)[4] and Jeff Sharlet (interview),
2009,journalist,2009-08-12,Media,Larry Lawton (skit)[4] and Jeff Sharlet (interview),
2009,actress,2009-08-13,Acting,Rachel McAdams,
2009,stand-up comedian,2009-08-17,Comedy,David Cross,
2009,author,2009-08-18,Media,Christopher McDougall,
2009,Consultant,2009-08-19,Political Aide,Tim Gunn,
2009,american politician,2009-08-20,Politician,Betsy McCaughey,
2009,Journalist,2009-08-03,Media,Ronald Kessler,
2009,former us representative,2009-08-04,Politician,Henry Waxman (D-CA),
2009,actor,2009-08-05,Acting,Paul Giamatti,
2009,swimmer,2009-08-06,Athletics,Dara Torres,
2009,basketball player,2009-09-14,Athletics,LeBron James,
2009,actor,2009-09-15,Acting,Matt Damon,
2009,Comedian,2009-09-16,Comedy,Ricky Gervais,
2009,president,2009-09-17,Politician,President Bill Clinton,
2009,Academic,2009-09-22,Academic,Vali Nasr,
2009,Former Governor of Pennsylvania,2009-09-23,Politician,Tom Ridge,
2009,Former Governor of Illinois,2009-09-24,Politician,Rod Blagojevich,
2009,professor,2009-09-28,Academic,Bruce Bueno de Mesquita,
2009,Former U.S. Congressman,2009-09-29,Politician,Ron Paul,
2009,writer,2009-09-30,Media,Jon Krakauer,
2010,lawyer,2010-01-11,Misc,John Yoo,
2010,Editor,2010-01-12,Media,Paul Ingrassia,
2010,musician,2010-01-13,Musician,Ringo Starr and The Ben Harper Band,
2010,rock band,2010-01-13,Musician,Ringo Starr and The Ben Harper Band,
2010,Journalist,2010-01-14,Media,Tom Brokaw,
2010,comptroller of the us,2010-01-18,Government,David M. Walker,
2010,actor,2010-01-19,Acting,Colin Firth,
2010,writer,2010-01-20,Media,Jim Wallis,
2010,actress,2010-01-21,Acting,Julie Andrews,
2010,busines magnate,2010-01-25,Business,Bill Gates,
2010,us senator,2010-01-26,Politician,Elizabeth Warren,
2010,journalist,2010-01-27,Media,Ethan Watters,
2010,biographer,2010-01-28,Media,Doris Kearns Goodwin,
2010,Author,2010-01-04,Media,Michael Pollan,
2010,film director,2010-01-05,Media,George Lucas,
2010,military,2010-01-06,Military,Michael Mullen,
2010,actress,2010-01-07,Acting,Maggie Gyllenhaal,
2010,stunt perfomrer,2010-10-11,Acting,Johnny Knoxville,
2010,former mjority leader,2010-10-12,Politician,Eric Cantor,
2010,former us secretary of state,2010-10-13,Politician,Condoleezza Rice,
2010,writer,2010-10-14,Media,David Rakoff,
2010,economist,2010-10-25,Academic,Austan Goolsbee,
2010,Former United States Senator,2010-10-26,Politician,Ted Kaufman,
2010,president,2010-10-27,Politician,President Barack Obama,
2010,NA,2010-10-28,NA,none,
2010,Author,2010-10-04,Media,Sam Harris,
2010,actor,2010-10-05,Acting,Bruce Willis,
2010,Writer,2010-10-06,Media,Philip Dray,
2010,actress,2010-10-07,Acting,Naomi Watts,
2010,Stand-up comedian,2010-11-01,Comedy,Zach Galifianakis,
2010,Professional Wrestler,2010-11-10,Athletics,Mick Foley,
2010,actress,2010-11-11,Acting,Rosario Dawson,
2010,Track and field athlete,2010-11-15,Athletics,Marion Jones,
2010,editor,2010-11-16,Media,Bethany McLean and Joe Nocera,
2010,journalist,2010-11-16,Media,Bethany McLean and Joe Nocera,
2010,rapper,2010-11-17,Musician,Jay-Z,
2010,Lawyer,2010-11-18,Misc,Philip K. Howard,
2010,Historian,2010-11-02,Academic,Michael Beschloss,
2010,actor,2010-11-29,Acting,Judah Friedlander,
2010,television host,2010-11-03,Media,Chris Wallace,
2010,Author,2010-11-30,Media,Susan Casey,
2010,humorist,2010-11-04,Media,David Sedaris,
2010,Former Governor of Texas,2010-11-08,Politician,Rick Perry,
2010,actor,2010-11-09,Acting,Harrison Ford,
2010,musician,2010-12-01,Musician,Sting,
2010,former british prime minister,2010-12-13,Politician,Gordon Brown,
2010,Comedian,2010-12-14,Comedy,Ricky Gervais,
2010,actor,2010-12-15,Acting,Paul Rudd,
2010,Former Governor of Arkansas,2010-12-16,Politician,Mike Huckabee,
2010,Author,2010-12-02,Media,Stacy Schiff,
2010,military officer,2010-12-06,Military,Hugh Shelton,
2010,actor,2010-12-07,Acting,Seth Green,
2010,actress,2010-12-08,Acting,Michelle Williams,
2010,writer,2010-12-09,Media,Edmund Morris,
2010,economist,2010-02-01,Academic,Austan Goolsbee,
2010,Baseball player,2010-02-10,Athletics,Willie Mays,
2010,actor,2010-02-11,Acting,Lee Daniels,
2010,journalist,2010-02-02,Media,Brian Williams,
2010,Comedian,2010-02-22,Comedy,Ricky Gervais,
2010,comedian,2010-02-23,Comedy,Jeff Garlin,
2010,actor,2010-02-24,Acting,Tracy Morgan,
2010,us representative,2010-02-25,Politician,Rep. James Clyburn,
2010,surgeon,2010-02-03,Science,Atul Gawande,
2010,former us representative,2010-02-04,Politician,Anthony Weiner,
2010,investment banker,2010-02-08,Business,Jenny Sanford,
2010,Former U.S. Representative,2010-02-09,Politician,Newt Gingrich,
2010,Astrophysicist,2010-03-01,Science,Neil DeGrasse Tyson,
2010,comedian,2010-03-10,Comedy,Jerry Seinfeld,
2010,journalist,2010-03-11,Media,Eamon Javers,
2010,Author,2010-03-15,Media,Michael Lewis,
2010,actor,2010-03-16,Acting,Jude Law,
2010,actor,2010-03-17,Acting,Snoop Dogg,
2010,former governor of washington,2010-03-18,Politician,Gary Locke,
2010,actor,2010-03-02,Acting,Robert Pattinson,
2010,actor,2010-03-29,Acting,Ben Stiller,
2010,Writer,2010-03-03,Media,Lynne Olson,
2010,actor,2010-03-30,Acting,Robin Williams,
2010,Journalist,2010-03-31,Media,Roxana Saberi,
2010,actor,2010-03-04,Acting,Scott Patterson,
2010,accountant,2010-03-08,Misc,Harry Markopolos,
2010,Author,2010-03-09,Media,Marc Thiessen,
2010,television host,2010-04-01,Media,Liz Claman,
2010,actor,2010-04-12,Acting,Bryan Cranston,
2010,television host,2010-04-13,Media,Rachel Maddow,
2010,Diplomat,2010-04-14,Government,Richard Burt,
2010,actor,2010-04-15,Acting,Tracy Morgan,
2010,us representative,2010-04-19,Politician,John Dingell,
2010,author,2010-04-20,Media,John M. O'Hara,
2010,author,2010-04-21,Media,Fred Pearce,
2010,actress,2010-04-22,Acting,Zoe Saldana,
2010,EPA administrator,2010-04-26,Government,Lisa P. Jackson,
2010,author,2010-04-27,Media,Richard Whittle,
2010,Former Mayor of Cincinnati,2010-04-28,Politician,Ken Blackwell,
2010,actor,2010-04-29,Acting,Michael Caine,
2010,Professor,2010-04-05,Academic,Reza Aslan,
2010,author,2010-04-06,Media,Captain Richard Phillips,
2010,actor,2010-04-07,Acting,Steve Carell,
2010,journalist,2010-04-08,Media,David Remnick,
2010,historian,2010-05-10,Academic,Jack Rakove,
2010,Journalist,2010-05-11,Media,Sebastian Junger,
2010,Director,2010-05-12,Media,Michael Patrick King,
2010,political scientist,2010-05-13,Consultant,Ian Bremmer,
2010,journalist,2010-05-03,Media,Jonathan Eig,
2010,Former First Lady of the United States,2010-05-04,Politician,Rosalynn Carter,
2010,editor,2010-05-05,Media,Jon Meacham,
2010,Chef,2010-05-06,Misc,Mario Batali,
2010,aei president,2010-06-01,Advocacy,Arthur C. Brooks,
2010,Former Governor of Minnesota,2010-06-10,Politician,Tim Pawlenty,
2010,actress,2010-06-14,Acting,Betty White,
2010,professor,2010-06-15,Academic,James M. Tabor,
2010,comedian,2010-06-16,Comedy,Louis C.K.,
2010,former us senator,2010-06-17,Politician,Fred Thompson,
2010,actor,2010-06-02,Acting,Morgan Freeman,
2010,film director,2010-06-21,Media,Josh Fox,
2010,actress,2010-06-22,Acting,Cameron Diaz,
2010,physician,2010-06-23,Science,Dr. Connie Mariano,
2010,actor,2010-06-24,Acting,Adam Sandler and Chris Rock,
2010,comedian,2010-06-24,Comedy,Adam Sandler and Chris Rock,
2010,former senior advisor to the presidnet,2010-06-28,Political Aide,David Axelrod,
2010,actor,2010-06-29,Acting,Helen Mirren,
2010,actor,2010-06-03,Acting,Jonah Hill,
2010,soccer player,2010-06-30,Athletics,Landon Donovan and Bob Bradley,
2010,soccer manager,2010-06-30,Athletics,Landon Donovan and Bob Bradley,
2010,actor,2010-06-07,Acting,John C. Reilly,
2010,author,2010-06-08,Media,Christopher Hitchens,
2010,Geneticist,2010-06-09,Academic,Spencer Wells,
2010,author,2010-07-01,Media,Jere Van Dyk,
2010,Author,2010-07-26,Media,William Rosen,
2010,journalist,2010-07-27,Media,Fareed Zakaria,
2010,writer,2010-07-28,Media,Robert O'Connell,
2010,actor,2010-07-29,Acting,Liev Schreiber,
2010,actor,2010-07-05,Acting,Denis Leary,
2010,actress,2010-07-06,Acting,Julianne Moore,
2010,writer,2010-07-07,Media,Daniel Okrent,
2010,Novelist,2010-07-08,Media,Marilynne Robinson,
2010,actor,2010-08-10,Acting,Jason Bateman,
2010,actress,2010-08-11,Acting,Laura Linney,
2010,rock band,2010-08-12,Musician,Arcade Fire,
2010,actress,2010-08-16,Acting,Emma Thompson,
2010,former us representative,2010-08-17,Politician,Dick Armey,
2010,author,2010-08-18,Media,Edward P. Kohn,
2010,actress,2010-08-19,Acting,Jennifer Aniston,
2010,Author,2010-08-02,Media,Mary Roach,
2010,Former Governor of Illinois,2010-08-23,Politician,Rod Blagojevich,
2010,journalist,2010-08-24,Media,Brian Williams,
2010,actress,2010-08-25,Acting,Drew Barrymore,
2010,Former Mayor of New York City,2010-08-26,Politician,Michael Bloomberg,
2010,actor,2010-08-03,Acting,Will Ferrell (The interview also featured Rob Riggle,
2010,journalist,2010-08-04,Media,Bruce B. Henderson,
2010,university professor,2010-08-05,Academic,Akbar Ahmed,
2010,actor,2010-09-13,Acting,Ben Affleck,
2010,Former British Prime Minister,2010-09-14,Politician,Tony Blair,
2010,actor,2010-09-15,Acting,Jon Hamm,
2010,president,2010-09-16,Politician,President Bill Clinton,
2010,presidnet,2010-09-20,Politician,President Jimmy Carter,
2010,actress,2010-09-21,Acting,Sigourney Weaver,
2010,actor,2010-09-22,Acting,Edward Norton,
2010,king,2010-09-23,Politician,H.M. Abdullah II,
2010,television host,2010-09-27,Media,Bill O'Reilly,
2010,author,2010-09-28,Media,Arianna Huffington,
2010,journalist,2010-09-29,Media,Linda Polman,
2010,singer-songwriter,2010-09-30,Musician,Justin Timberlake,
2010,Consultant,2010-09-07,Political Aide,Tim Gunn,
2010,United States Senator,2010-09-08,Politician,Tim Kaine,
2010,Columnist,2010-09-09,Media,Meghan McCain,
2011,actor,2011-01-10,Acting,Denis Leary,
2011,actor,2011-01-11,Acting,Colin Firth,
2011,Former Governor of Minnesota,2011-01-12,Politician,Tim Pawlenty,
2011,Film director,2011-01-13,Media,Ron Howard,
2011,Broadcaster,2011-01-17,Media,Peter Bergen,
2011,Astrophysicist,2011-01-18,Science,Neil deGrasse Tyson,
2011,Baseball player,2011-01-19,Athletics,Paul Clemens,
2011,political satirist,2011-01-20,Media,Kambiz Hosseini and Saman Arbabi,
2011,journalist,2011-01-20,Media,Kambiz Hosseini and Saman Arbabi,
2011,author,2011-01-24,Media,Anand Giridharadas,
2011,actor,2011-01-25,Acting,James Franco,
2011,journalist,2011-01-26,Media,Jonathan Alter,
2011,Business magnate,2011-01-27,Business,T. Boone Pickens,
2011,actor,2011-01-03,Acting,Paul Giamatti,
2011,busines magnate,2011-01-31,Business,Bill Gates,
2011,United States Senator,2011-01-04,Politician,Kirsten Gillibrand,
2011,internet entrepreneur,2011-01-05,Business,Jimmy Wales,
2011,Stand-up comedian,2011-01-06,Comedy,Patton Oswalt,
2011,journalist,2011-10-17,Media,Ellen Schultz,
2011,journalist,2011-10-18,Media,Calvin Trillin,
2011,minister,2011-10-19,Clergy,Al Sharpton,
2011,Journalist,2011-10-20,Media,Richard Brookhiser,
2011,Puppeteer,2011-10-24,Media,Kevin Clash,
2011,Writer,2011-10-25,Media,Walter Isaacson,
2011,physicist,2011-10-26,Science,Lisa Randall,
2011,legal analyst,2011-10-27,Misc,Andrew Napolitano,
2011,journalist,2011-10-03,Media,Thomas Friedman,
2011,actress,2011-10-31,Acting,Mindy Kaling,
2011,Author,2011-10-04,Media,Michael Lewis,
2011,actor,2011-10-05,Acting,Hugh Jackman,
2011,actor,2011-10-06,Acting,Jason Sudeikis,
2011,former us secretary of state,2011-11-01,Politician,Condoleezza Rice,
2011,actor,2011-11-10,Acting,Adam Sandler,
2011,peace activist,2011-11-14,Advocacy,Leymah Gbowee,
2011,Astronaut,2011-11-15,Science,Mark Kelly,
2011,film actress,2011-11-16,Acting,Diane Keaton,
2011,Director,2011-11-17,Media,Martin Scorsese,
2011,Journalist,2011-11-02,Media,Tom Brokaw,
2011,Author,2011-11-28,Media,Merrill Markoe,
2011,actress,2011-11-29,Acting,Betty White,
2011,singer-songwriter,2011-11-03,Musician,Brad Paisley,
2011,singer-songwriter,2011-11-30,Musician,Bono,
2011,actor,2011-11-07,Acting,Clint Eastwood,
2011,us president,2011-11-08,Politician,Bill Clinton,
2011,Minority Leader of the United States House of Representatives,2011-11-09,Politician,Nancy Pelosi,
2011,sportscaster,2011-12-01,Media,Bob Costas,
2011,chef,2011-12-12,Misc,Anne Burrell,
2011,academic,2011-12-13,Academic,Lawrence Lessig,
2011,us official,2011-12-14,Government,Melody Barnes,
2011,actor,2011-12-15,Acting,Matt Damon,
2011,photojournalist,2011-12-05,Media,Ben Lowy,
2011,actor,2011-12-06,Acting,Jonah Hill,
2011,actor,2011-12-07,Acting,Ralph Fiennes,
2011,political figure,2011-12-08,Politician,Ed Gillespie,
